name,postcode
Glasgow Club Pollok,G53 6EW
Glasgow Club Scotstoun,G14 9HY
Glasgow Club Springburn,G21 1JY
Glasgow Club Whitehill Pool,G31 2QF
Glasgow Club Yoker,G14 0LN
Glasgow Green Football Centre,G40 1HB
Glasgow North West Citizens Advice,G20 8YA
Glasgow School of Sport,G41 5QE
Glasgow the Caring City,G51 1HJ
Glenburn Centre,G34 9AN
Gorbals Library,G5 9XD
Govanhill Community Sports Centre,G42 8RR
Govanhill Library,G42 7JU
Govanhill Neighbourhood Centre,G42 8JL
Greater Pollock Citizens Advice,G53 6EW
Heart of Scotstoun Community Centre,G14 0BL
Helenslea Community Hall,G31 4RB
Hillhead Library,G12 8AP
Hyndland Community Centre,G12 9RU
Ibrox Library,G51 1SL
Jamia Islamia - Muslim Community Centre,G41 3JW
Kelvin Hall,G3 8AW
Kelvingrove Lawn Bowls and Tennis Centre,G3 6BY
Kennishead Community Hall,G46 8PR
Kingsway Community Connections,G14 9SR
Kinning Park Complex,G41 1BA
Knightswood Library,G13 3BB
Lambhill Community Garden,G22 6RD
Lambhill Stables,G22 6RD
Langside Hall,G41 2QR
Langside Library,G42 9QE
Larkfield Centre,G42 7AY
Leithland Neighbourhood Centre,G53 5SR
Library at The Bridge,G34 9JW
Linkes,G13 3PP
Love Milton,G22 7EY
Mansewood Community Centre,G43 2AF
Maryhill Burgh Halls,G20 8YE
Maryhill Community Centre,G20 8TS
Maryhill Library,G20 9AD
Maslows,G51 3BQ
Mel-Milaap Community Centre,G12 8HQ
Milton Library,G22 7QR
Mitchell Library,G3 7DN
Molendinar Community Centre,G33 1HE
Moogety Grub Hub,G51 3SJ
Mount Vernon Community Hall,G32 9LE
Nan McKay Community Hall,G41 5SR
Netherton Community Centre,G13 1AX
North United Communities,G20 9NF
North West Recovery Communities,G3 8DX
Oatlands Community Hub,G5 0LS
Old Fruitmarket,G1 1NQ
On the Corner,G40 1PE
Parish of Govan Town Hall,G51 2QJ
Parkhead Citizens Advice,G31 4DN
Parkhead Library,G31 4XA
Partick Burgh Hall,G11 5LW
Partick Burgh Hall,G11 5LW
Partick Library,G11 6AB
Penilee Community Centre,G52 4BD
Phoenix Neighbourhood Centre,G15 8JH
Pollockshaws Burgh Hall,G43 1NE
Pollockshaws Community Hub and Garden,G43 1NP
Pollok Community Centre,G53 5DP
Pollok Library,G53 6EN
Pollokshaws Library,G43 1RW
Pollokshields Community Centre,G41 2NT
Pollokshields Library,G41 2LF
Possilpark Library,G22 5JJ
Possilpoint Community Centre,G22 5LQ
Preshal Trust,G51 4QX
Renfield Centre,G2 4JP
Riddrie Library,G33 2QF
Riverside Hall,G51 2AJ
Royston Library,G21 2QW
Roystonhill Recreation Centre,G21 2HG
Ruchazie Community Centre,G33 3TJ
Ruchill Community Centre,G20 9NF
Salahuddin Mosque and Islamic Centre,G40 3RZ
Scottish Africa United,G21 2JF
Shettleston Community Centre,G32 7UT
Shettleston Library,G32 7AX
Sighthill Community Centre,G21 1RB
Soul Food Sisters,G1 5DS
Spirit of Springburn,G21 1TS
Springburn Library,G21 1JY
Springburn Park Community Auditorium,G21 3AH
Sri Mangala Vinayahar Community Centre,G22 5EU
St Francis Community Centre,G5 0SE
St Mungo's Village Hall,G4 0PH
St Rollow Community Outreach Project,G21 1TN
Stonedyke Neighbourhood Centre,G15 6AW
The Annexe Healthy Living Centre,G11 5PE
The Barn Youth Centre,G5 9QS
The Bowling Green,G41 1SU
The Concrete Garden,G22 6LJ
The Dixon Community,G42 8AA
The Jenniburn Centre,G45 0HE
The Legacy Hub,G40 3LJ
The Maryhill Hub,G20 8HF
The Pheonix Centre,G4 0NT
The Pyramid,G3 8DS
The Reidvale Neighbourhood Centre,G31 1QW
The Space,G40 1PE
The St Matthews Centre,G22 6LJ
The Whiteinch Centre,G14 0UG
The Women's Centre Glasgow,G20 9DA
Tollcross Community Centre,G32 8HE
Tollcross International Swimming Centre,G32 7QR
Toryglen Community Hall,G42 0LA
Toryglen Regional Football Centre,G42 0BY
Townhead Village Hall,G4 0PL
Tramway,G41 2PE
Well-Fed Scotland,G14 0SY
Whitefield Community Hall,G51 2YB
Whiteinch Library,G14 9RL
Whiterose Community Hall,G31 5LP
Windsor Community Hall,G20 7NA
Woodside Halls,G20 7QE
Woodside Library,G3 6TQ
Yoker Community Campus,G14 0LL
